module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.TwelvePalace_AskForHelp_Tips	#C(#EE7600)【勇闯十二宫】#n#C(#FFFFFF)#C(#00FF00)%s#n玩家在十二宫门口召集英勇战士，欲闯宫夺宝，此等美事怎能错过？  #C(#00ff00)#U#A(#K(help12Palace, %s))立即协助#n#n#n	#C(#EE7600)【entrer dans douze palais avec courage】#n#C(#FFFFFF)#C(#00FF00)%s#n le joueur appele devant la porte de douze palais les soldats courageux, pour entrer dans les palais et piller le trésor, vous ne pouvez pas raté cette bonne chose  #C(#00ff00)#U#A(#K(help12Palace, %s))assister immédiatement#n#n#n	1
Common.Other.GlobalPrompt.TwelvePalace_Awrad_Tips	闯宫成功，获得#Z(%s,%s)	entrer dans les palais avec succès#Z(%s,%s)	1
Common.Other.GlobalPrompt.TwelvePalace_HelpAlready_Tips	已协助过此场闯宫	vous avez déjà assisté ce tour de l'entrée des palais	1
Common.Other.GlobalPrompt.TwelvePalace_HelpAwrad_Tips	协助闯宫成功，获得#Z(%s,%s)	assisté dans les palais avec succès，reçu#Z(%s,%s)	1
Common.Other.GlobalPrompt.TwelvePalace_HelpFull_Tips	协助人数已满	le nombre des personnes assistantes est plein	1
Common.Other.GlobalPrompt.TwelvePalace_HelpNoAwrad_Tip	协助闯宫成功，今日协助奖励次数已用尽	assisté dans les palais avec succès， le nombre des récompenses d'assistance pour aujourd'hui est épuisé	1
Common.Other.GlobalPrompt.TwelvePalace_HelpOver_Tips	此次闯宫已结束	entrée dans les palais de ce tour est fini	1
Common.Other.GlobalPrompt.TwelvePalace_Helpself_Tips	不可协助自己	vous ne pouvez pas vous assister	1
Common.Other.GlobalPrompt.UNION_ACT_CANT_QUIT	在20:00-22:00期间，无法退出公会！	pendant 20:00-22:00，vous ne pouvez pas quitter la guilde！	1
Common.Other.GlobalPrompt.UNION_APPLY_ERROR	对方已撤销公会申请。	l'adversaire a déjà supprimé la demande de la guilde	1
Common.Other.GlobalPrompt.UNION_CANT_USE_ITEM	您没有公会，不能使用该道具	vous n'avez pas de guilde, vous ne pouvez pas utiliser cet objet	1
Common.Other.GlobalPrompt.UNION_CHANGE_NAME_MAIL	会长#C(#66FF00)%s#n已经更改公会名为#C(#FFFF00)%s#n，请大家继续努力，共同建设公会	le capitaine de la guilde#C(#66FF00)%s#n a changé le nom de la guilde comme#C(#FFFF00)%s#n，continuez de faire vos efforts pour contribuer à la guilde	1
Common.Other.GlobalPrompt.UNION_CHANGE_NAME_SENDER	系统	système 	1
Common.Other.GlobalPrompt.UNION_CHANGE_NAME_TITLE	【公会改名】系统通知	【changement du nom de la guilde 】message du système 	1
Common.Other.GlobalPrompt.UNION_CLEAR_JOIN_CD	现在您可以申请公会，请申请吧	vous pouvez faire une demande de la guilde .	1
Common.Other.GlobalPrompt.UNION_CREATE_NO_NAME_PROMPT	请输入公会名称	entrer le nom de la guilde 	1
Common.Other.GlobalPrompt.UNION_CREATE_NO_RMB_PROMPT	神石不足	les pierres divines ne suffisent pas	1
Common.Other.GlobalPrompt.UNION_CREATE_SUCCESS_PROMPT	恭喜你成功创建了公会，快前往邀请朋友加入吧。	félicitations, vous avez créé une guilde, et allez-y pour inviter les amis	1
Common.Other.GlobalPrompt.UNION_DONATE_MSG	#C(#FEFB00)%s#n一掷千金，捐献了#C(#FEFB00)%s#n神石，公会资源增加#C(#00FF00)%s#n，个人贡献增加#C(#00FF00)%s#n	#C(#FEFB00)%s#n a fait don de #C(#FEFB00)%s#n pierres divines，les ressources de la guilde augmente #C(#00FF00)%s#n，et contribution personnelle augmente #C(#00FF00)%s#n	1
Common.Other.GlobalPrompt.UNION_EXPLORE_GET_RESOURE_PROMPT	领取成功，获得战俘贡献的公会资源#C(#00FF00)%s#n	reçu avec succès, vous avez reçu la ressource contribuée pas les prisonnier#C(#00FF00)%s#n	1
Common.Other.GlobalPrompt.UNION_EXPLORE_GET_TREASURE_PROMPT	您挖出一个宝箱，获得#Z(%s,%s)，高兴的前进了#C(#00FF00)%s#n米	Vous avez déniché un coffre et obtenu #Z(%s,%s)，vous marchez en avant #C(#00FF00)%s#n mètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_MAX_METER_PROMPT	您已深入魔域顶点，无法前进了	vous atteignez la fin de la zone magique, aucune place à avancer	1
Common.Other.GlobalPrompt.UNION_EXPLORE_MIN_METER_PROMPT	您已在魔域入口，不用再后退了	vous êtes dans l'entrée de la zone magique, aucune place à reculer	1
Common.Other.GlobalPrompt.UNION_EXPLORE_MONSTER_ESCAPE_PROMPT	遇怪逃跑，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n, 后退#C(#00FF00)%s#n米	s'enfuir à la vue du monstre ，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n, reculer #C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_MONSTER_LOST_PROMPT	战斗失败，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n, 后退#C(#00FF00)%s#n米	défaite du combat ，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n, reculer #C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_MONSTER_WIN_PROMPT	打败怪物，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	défaire le monstre ，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_PRISONER_ESCAPE_PROMPT	战俘逃跑，您获得个人贡献#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	le prisonnier s'enfuir ，vous acquérez la contribution personnelle#C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_PRISONER_FULL_PROMPT	战俘已满抓捕失败，获得个人贡献#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	vous avez atteint le max de prisonniers ,la capture a échoué ，acquérir la contribution personnelle#C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_QUESTION_RIGHT_PROMPT	回答正确，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	récompense correcte，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_QUESTION_WRONG_PROMPT	回答错误，获得个人贡献#C(#00FF00)%s#n, 公会资源#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	récompense incorrecte，acquérir la contribution personnelle#C(#00FF00)%s#n, ressources de la guilde #C(#00FF00)%s#n，reculer #C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_TAKE_PRISONER_FAIL_PROMPT	您战斗失败，获得个人贡献#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	défaite du combat ，acquérir la contribution personnelle#C(#00FF00)%s#n，reculer #C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_TAKE_PRISONER_SUCCESS_PROMPT	您抓获一个战俘，获得个人贡献#C(#00FF00)%s#n，前进#C(#00FF00)%s#n米	vous avez capturé un pionnier de guerre ，acquérir la contribution personnelle#C(#00FF00)%s#n，avancer#C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_EXPLORE_YOU_ESCAPE_PROMPT	您不战而逃，获得个人贡献#C(#00FF00)%s#n，后退#C(#00FF00)%s#n米	vous vous enfuyez sans combat ，acquérir la contribution personnelle#C(#00FF00)%s#n，reculer #C(#00FF00)%s#nmètres	1
Common.Other.GlobalPrompt.UNION_FB_INVITE_SUBSTITUTE	【公会副本—替身组队】#C(#00FF00)%s#n正在和您的替身组队	【instance de la guilde—groupe des remplaçants】#C(#00FF00)%s#nest en train de grouper avec votre remplaçant	1
Common.Other.GlobalPrompt.UNION_FB_NO_COST	你选择不消耗行动力进行挑战#H战斗不会获得奖励，且不增加占领度。	vous avez choisi à défier sans la consommation de la force d'action#H vous ne pouvez pas recevoir les récompenses, et la barre de l'occupation ne s'augmente pas	1
Common.Other.GlobalPrompt.UNION_GOD_CANT_CHALLENGE	在23:55-24:00为结算时间，请明日再挑战！	23:55-24:00 est le temps du règlement，veillez défier demain！	1
Common.Other.GlobalPrompt.UNION_GOD_FIRST_KILL_MSG	本公会#C(#fefb00)%s#n首个通关公会魔神第#C(#fefb00)%s#n关。	#C(#fefb00)%s#n est le premier qui a passé étage #C(#fefb00)%s#n de Dieu magique.	1
Common.Other.GlobalPrompt.UNION_GOD_FIRST_KILL_NEWS	本公会#C(#fefb00)%s#n首个通关公会魔神第#C(#fefb00)%s#n关。	#C(#fefb00)%s#n est le premier qui a passé étage #C(#fefb00)%s#n de Dieu magique.	1
Common.Other.GlobalPrompt.UNION_HAS_JOIN_IN_UNION	该玩家已加入其它公会	ce joueur a déjà participé dans l'autre guilde	1
Common.Other.GlobalPrompt.UNION_JOB_DOWN_FULL_PROMPT	下一级职位已满，请先调整。	la place inférieure est pleine, réglez tout d'abords	1
Common.Other.GlobalPrompt.UNION_JOB_UP_FULL_PROMPT	上一级职位已满，请先调整。	la place supérieure est pleine, réglez tout d'abords	1
Common.Other.GlobalPrompt.UNION_JOIN_WELCOME_MSG	欢迎#C(#fefb00)%s#n加入公会。	bienvenu à #C(#fefb00)%s#n de participer dans la guilde。	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_ALL_GATE_BROKEN_PROMPT	所有城门已被攻破，圣域争霸活动已结束	toutes les portes de la cité sont attaquées，l'activité du dispute d'hégémonie est finie	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_BREAK_WIN_STREAK	#C(#E87D22)【圣域争霸】#n功夫再高，也怕菜刀，#C(#00FF00)%s#n破掉#C(#00FF00)%s#n的#C(#00FF00)%s#n连杀，真是新一代神人！	#C(#E87D22)【dispute d'hégémonie】#nincroyable，#C(#00FF00)%s#n a arrêté  la tuerie de #C(#00FF00)%s#n#C(#00FF00)%s#n ，c'est un vrai héros ！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_BUFF_PROMPT	#C(#00FF00)%s#n激活了#C(#FFFF00)%s#n，公会全体成员获得#C(#00F6FF)%s#n效果	#C(#00FF00)%s#na activer  #C(#FFFF00)%s#n，toute la guide a acquis l'effet #C(#00F6FF)%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_CANT_ENTER_PROMPT	只有本服排名#C(#00FF00)第1～3名#n的公会勇士才能前往	seuls les 3 premiers guerriers du propre serveur #C(#00FF00)du propre serveur#npeuvent y aller 	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_CAN_JOIN_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸已经开启，请本服#C(#00FF00)其他公会#n界面排名#C(#00FF00)第1～3名#n的公会勇士尽快前往准备，夺取属于您的圣城！	#C(#E87D22)【dispute d'hégémonie】#ndispute d'hégémonie inter-serveur commence officiellement ，les 3 premiers guerriers d'autres guildes#C(#00FF00)du classement #nde l'interface #C(#00FF00)du tout serveur #nse préparent pour s'emparer leur propre zone sacrée！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_END_HEARSAY	#C(#E87D22)【圣域争霸】#n勇者无敌，圣域永驻，#C(#00FF00)%s#n公会获得圣域入驻权利，让我们一起觐见新的#C(#00FF00)圣域独裁者#n吧！	#C(#E87D22)【dispute d'hégémonie】#nguerrier invincible ,la zone sacré se tient pour toujours ，#C(#00FF00)%s#n a acquis la qualification d'entrer la zone sacrée,laissons voir ensemble le nouveau dictateur de la zone sacrée#C(#00FF00)#n！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_GATE_BROKEN_HEARSAY	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n已被攻破，入驻圣域就在眼前，各位公会勇士大展神威，让我们一起开创新的伟业吧！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#n a été prise .guerriers de la guilde ,laissons créer une nouvelle ère ！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_GODDESS_PROMPT	您正受到女神的庇护，获得#C(#E87D22)%s#n	vous êtes sous la protection de la déesse  pr，et vous avez acquis #C(#E87D22)%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LEAVE_PROMPT	对方已经离开了城门，请选择其他玩家挑战。	l'adversaire est parti de la porte de la cité ,chosifiez d'autres joueurs pour continuer votre combat .	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LOST_GUARD_RECORD	#C(#00FF00)圣域守卫#n击败了您，您的积分#C(#00FF00)-%s#n	#C(#00FF00)garde de la zone sacrée #n vous a battu ，vos points #C(#00FF00)-%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_LOST_PVP_RECORD	#C(#00FF00)%s#n击败了您，您的积分#C(#00FF00)-%s#n	#C(#00FF00)%s#n vous a battu ，vos points#C(#00FF00)-%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_NEW_JOIN_PROMPT	#C(#E87D22)【圣域争霸】#n%s进入圣域，公会总积分#C(#00FF00)+%s#n	#C(#E87D22)【dispute d'hégémonie】#n%s entrer à la zone sacrée，les points totals de la guilde #C(#00FF00)+%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_OTHER_CD_PROMPT	该玩家当前不可以挑战，请先挑战其他玩家。	vous ne pouvez pas défier ce jour à présent, veillez défier les autres joueurs	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_START_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸正式开启，夺取城门，攻破圣域，圣城就是您的啦！	#C(#E87D22)【dispute d'hégémonie】#ndispute d'hégémonie inter-serveur commence officiellement ，emparez-vous la porte de la cité sacré et attaquez la zone sacrée,elle est à vous ！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_TEN_MINUTE_READY_HEARSAY	#C(#E87D22)【圣域争霸】#n跨服圣域争霸将在10分钟后开启，请本服#C(#00FF00)其他公会#n界面排名#C(#00FF00)第1～3名#n的公会勇士做好准备！	#C(#E87D22)【dispute d'hégémonie】#n le dispute d'hégémonie se commence pendant 10 minerai ，les 3 premiers guerriers d'autres guildes#C(#00FF00)du classement #nde l'interface #C(#00FF00)du tout serveur #nse préparent！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_GUARD_RECORD	您战胜了#C(#00FF00)圣域守卫#n，您的积分#C(#00FF00)+%s#n	vous avez vaincu#C(#00FF00)garde de la cité noir #n，#C(#00FF00)+%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_PVP_RECORD	您战胜了#C(#00FF00)%s#n，您的积分#C(#00FF00)+%s#n	vous avez vaincu #C(#00FF00)%s#n，vos points#C(#00FF00)+%s#n	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY2	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经杀人如麻！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#ntuerie continue！#C(#00FF00)%s#n a tué beaucoup de gens！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY3	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经暴走杀戮！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#ntuerie continue！#C(#00FF00)%s#n un massacre fou ！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY4	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经如同神一般的杀戮！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n un massacre du dieu ！	1
Common.Other.GlobalPrompt.UNION_KUAFU_WAR_WIN_STREAK_HEARSAY5	#C(#E87D22)【圣域争霸】#n#C(#00FF00)%s#n连杀！#C(#00FF00)%s#n已经遇神杀神，遇佛杀佛，无人能挡！	#C(#E87D22)【dispute d'hégémonie】#n#C(#00FF00)%s#ntuerie continue！#C(#00FF00)%s#n peut tuer tout ！	1
Common.Other.GlobalPrompt.UNION_MEMBER_FULL	公会人数已达上限，请提升公会等级或者先清理人数	le nombre des personnes dans la guilde attent le plafond, augmentez le niveau de la guilde ou enlevez les membres tout d'abors	1
Common.Other.GlobalPrompt.UNION_NAME_REPEAT	这个公会名字已被占用。	ce nom de la guilde est occupée	1
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_COPPER_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)铜宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	Le riche #C(#FFFF00)%s#n de la guilde a ouvert #C(#FF6600)le coffret au trésor de bronze #n pour tout le monde，dépêchez vous de vous en emparer ！#C(#00ff00)#U#A(#K(GHDB))allez #n#n#n 	1
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_COPPER_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)铜宝箱#n。	riche #C(#fefb00)%s#n a ouvert #C(#FF6600)le coffret au trésor de bronze #n。	1
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_GOLD_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)金宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	Le riche #C(#FFFF00)%s#n de la guilde a ouvert #C(#FF6600)le coffret au trésor d'or #n pour tout le monde，dépêchez vous de vous en emparer ！#C(#00ff00)#U#A(#K(GHDB))allez #n#n#n 	1
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_GOLD_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)金宝箱#n。	riche #C(#fefb00)%s#n a ouvert #C(#FF6600)le coffret au trésor d'or #n。	1
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_SILVER_MSG	公会富豪#C(#FFFF00)%s#n为大家开启了#C(#FF6600)银宝箱#n，大家快去夺取吧！#C(#00ff00)#U#A(#K(GHDB))前往夺宝#n#n#n	Le riche #C(#FFFF00)%s#n de la guilde a ouvert #C(#FF6600)le coffret au trésor d'or #n pour tout le monde，dépêchez vous de vous en emparer ！#C(#00ff00)#U#A(#K(GHDB))allez #n#n#n 	1
Common.Other.GlobalPrompt.UNION_OPEN_TREASURE_SILVER_NEWS	富豪#C(#fefb00)%s#n开启了#C(#FF6600)银宝箱#n。	riche #C(#fefb00)%s#n a ouvert #C(#FF6600)le coffret au trésor d'or  #n。	1
Common.Other.GlobalPrompt.UNION_PRESIDENT_TRANSFER_MSG	恭喜#C(#fefb00)%s#n成为新任会长！	félicitations ,#C(#fefb00)%s#na été le nouveau chef de la guilde ！	1
Common.Other.GlobalPrompt.UNION_QQ_NOT_LOGIN	当前无法连接至游戏平台，请刷新页面或者重新登录游戏后再试。	on ne peut pas se connecter au serveur du jeu ,rafraîchîssez la page ou  ré -connectez vous /	1
Common.Other.GlobalPrompt.UNION_ROLE_OFFLINE	该玩家已离线。	ce joueur est hors ligne	1
Common.Other.GlobalPrompt.UNION_TASK_FINISHED_HELP_FAIL	任务已完成，协助失败	la tâche est finie, vous avez échoué l'assistance	1
Common.Other.GlobalPrompt.UNION_TASK_HAS_HELPED	您已对该任务进行过提星	vous avez augmenté les étoiles de cette quête 	1
Common.Other.GlobalPrompt.UNION_TASK_INVITE_MSG	#C(#EE7600)【公会任务】#n#C(#FFFFFF)#C(#00FF00)%s#n玩家接取了一个公会任务，完成后可以大大增加公会资源，大家快来帮他提星吧。 #C(#00ff00)#U#A(#K(helpUpStar,%s))立即协助#n#n#n	#C(#EE7600)【quête de la guilde 】#n#C(#FFFFFF)#C(#00FF00)%s#nle joueur a reçu une quête de la guilde ，il s'agit d'augmenter les ressources de la guilde ，allez l'aider  #C(#00ff00)#U#A(#K(helpUpStar,%s))assister immédiatement #n#n#n	1
Common.Other.GlobalPrompt.UNION_TASK_NO_HELP_CNT	今日已经没有提星次数	vous n'avez pas de chance d'augmenter les étoiles aujourd'hui 	1
